data,predict,target
189,CARDINAL,DECIMAL
1991,DATE,DIGIT
IX,CARDINAL,ORDINAL
XVI,CARDINAL,ORDINAL
74,DIGIT,CARDINAL
2,CARDINAL,DIGIT
3706,CARDINAL,DIGIT
1885,DATE,DIGIT
2,CARDINAL,DIGIT
1994,DATE,CARDINAL
2012,DATE,CARDINAL
2008,DATE,CARDINAL
1986,DATE,CARDINAL
30270,DIGIT,CARDINAL
1200,DATE,DIGIT
975,CARDINAL,DIGIT
50,CARDINAL,DIGIT
2013,DATE,CARDINAL
V.,LETTERS,ORDINAL
2014,DATE,DIGIT
Lwndwn,LETTERS,VERBATIM
1990,DATE,CARDINAL
2003,DATE,CARDINAL
4500,CARDINAL,DIGIT
COS,LETTERS,PLAIN
2012,CARDINAL,DATE
1000,DATE,CARDINAL
2002,DATE,CARDINAL
09,CARDINAL,DIGIT
weddng,PLAIN,LETTERS
1989,CARDINAL,DATE
XXII,CARDINAL,ORDINAL
xf,LETTERS,VERBATIM
2010,DATE,CARDINAL
06,CARDINAL,DIGIT
I.,LETTERS,CARDINAL
367,CARDINAL,DIGIT
11945,CARDINAL,DIGIT
mps,VERBATIM,LETTERS
I,CARDINAL,ORDINAL
0.14 SEK,TELEPHONE,MONEY
3335,DIGIT,CARDINAL
288,CARDINAL,DECIMAL
II,ORDINAL,CARDINAL
I,CARDINAL,ORDINAL
IV,LETTERS,ORDINAL
6,CARDINAL,DIGIT
dY,VERBATIM,LETTERS
1981,DATE,CARDINAL
2000,DATE,CARDINAL
2012,DATE,CARDINAL
1890,DATE,DIGIT
I.,LETTERS,ORDINAL
III,CARDINAL,ORDINAL
2,CARDINAL,DIGIT
702,CARDINAL,DIGIT
pcrs,VERBATIM,LETTERS
1million,MEASURE,DECIMAL
31,CARDINAL,DIGIT
35,CARDINAL,DIGIT
1934,DATE,CARDINAL
2015,CARDINAL,DATE
3,CARDINAL,DIGIT
2,CARDINAL,DIGIT
I.,LETTERS,CARDINAL
II's,LETTERS,ORDINAL
XLIV,LETTERS,CARDINAL
1978,DATE,CARDINAL
2012,DATE,CARDINAL
10,CARDINAL,DIGIT
IV,LETTERS,CARDINAL
1,CARDINAL,DIGIT
mr,PLAIN,LETTERS
2008,DATE,CARDINAL
2005,DATE,DIGIT
2012,DATE,CARDINAL
1,CARDINAL,DIGIT
2000,DATE,CARDINAL
MR,PLAIN,LETTERS
990810,CARDINAL,DIGIT
4,CARDINAL,DIGIT
911,CARDINAL,TELEPHONE
05179,DIGIT,TELEPHONE
3,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
1985,DATE,DIGIT
5,CARDINAL,DIGIT
IV,LETTERS,ORDINAL
159,CARDINAL,DIGIT
VIII,CARDINAL,ORDINAL
2010,DATE,CARDINAL
3,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
45,CARDINAL,DIGIT
III,ORDINAL,CARDINAL
2015,CARDINAL,DATE
2017,CARDINAL,DATE
1954,DATE,CARDINAL
XIII,CARDINAL,ORDINAL
jhr,LETTERS,VERBATIM
II,CARDINAL,ORDINAL
2,CARDINAL,DECIMAL
llth,LETTERS,VERBATIM
2008,DATE,CARDINAL
13,CARDINAL,DIGIT
1,CARDINAL,DIGIT
2007,DATE,CARDINAL
Aidenbachs,ELECTRONIC,PLAIN
74167,DIGIT,CARDINAL
rs,LETTERS,VERBATIM
2011,DATE,CARDINAL
m³/s,LETTERS,MEASURE
1998,DATE,DIGIT
1846,DATE,DIGIT
4,CARDINAL,DIGIT
40,CARDINAL,DIGIT
disfranchi,ELECTRONIC,PLAIN
fb,LETTERS,VERBATIM
IX,CARDINAL,ORDINAL
2013,CARDINAL,DATE
2011,DATE,CARDINAL
1926,DATE,CARDINAL
143,CARDINAL,DIGIT
IV,CARDINAL,LETTERS
rn,LETTERS,VERBATIM
20,CARDINAL,DIGIT
5111,CARDINAL,DIGIT
1976,DATE,DIGIT
2005,DATE,CARDINAL
2005,DATE,CARDINAL
2009,DATE,CARDINAL
II,CARDINAL,ORDINAL
pp,VERBATIM,LETTERS
3,CARDINAL,DIGIT
45,CARDINAL,DIGIT
1976,DATE,CARDINAL
1985,DATE,CARDINAL
2007,CARDINAL,DATE
2001,DATE,CARDINAL
33,CARDINAL,DIGIT
2002,DATE,DIGIT
2002,DATE,DIGIT
2004,DATE,CARDINAL
1965,DATE,CARDINAL
1470,DATE,DIGIT
784,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
2,CARDINAL,DIGIT
1850,DATE,DIGIT
111,CARDINAL,DIGIT
33,CARDINAL,DIGIT
2,CARDINAL,DIGIT
3,DIGIT,CARDINAL
2002,DATE,CARDINAL
IV,ORDINAL,CARDINAL
I,CARDINAL,ORDINAL
2001,DATE,CARDINAL
2010,DATE,CARDINAL
1961,DATE,CARDINAL
1974,DATE,CARDINAL
cl,LETTERS,VERBATIM
IV,LETTERS,CARDINAL
3,CARDINAL,DIGIT
MR,PLAIN,LETTERS
1940,DATE,CARDINAL
5,CARDINAL,DIGIT
389,DECIMAL,CARDINAL
1936,DATE,DIGIT
cc,VERBATIM,LETTERS
Thiophenet,ELECTRONIC,LETTERS
2008,DATE,CARDINAL
104,CARDINAL,DIGIT
2009,DATE,CARDINAL
I.,LETTERS,CARDINAL
4,CARDINAL,DIGIT
2009,DATE,CARDINAL
2015,DATE,CARDINAL
Quercetage,ELECTRONIC,LETTERS
06-22-1019,DATE,TELEPHONE
I,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
V.,LETTERS,ORDINAL
II,CARDINAL,ORDINAL
781,CARDINAL,DIGIT
3,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
300,CARDINAL,DIGIT
1921,DATE,DIGIT
2,CARDINAL,DIGIT
86,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
I,ORDINAL,CARDINAL
Dolomitens,ELECTRONIC,PLAIN
9780960242,CARDINAL,DIGIT
1991,CARDINAL,DATE
5,DIGIT,CARDINAL
.60 μg/kg,DECIMAL,MEASURE
I,CARDINAL,ORDINAL
3,CARDINAL,DECIMAL
4,CARDINAL,DIGIT
ts,VERBATIM,LETTERS
II,CARDINAL,ORDINAL
IX,ORDINAL,CARDINAL
1954,DATE,CARDINAL
1999,DATE,CARDINAL
II,ORDINAL,CARDINAL
1921,DATE,DIGIT
799,CARDINAL,DIGIT
1995,DATE,CARDINAL
5,CARDINAL,DIGIT
12,CARDINAL,DIGIT
213,CARDINAL,DECIMAL
27,CARDINAL,DECIMAL
2011,CARDINAL,DATE
2,CARDINAL,DIGIT
2011,DATE,CARDINAL
4,CARDINAL,DIGIT
2006,DATE,CARDINAL
5,CARDINAL,DIGIT
10,CARDINAL,DIGIT
777,CARDINAL,DIGIT
XV,CARDINAL,ORDINAL
2014,DATE,CARDINAL
55,CARDINAL,DIGIT
mll,VERBATIM,LETTERS
2010,DATE,CARDINAL
1977,CARDINAL,DATE
I,CARDINAL,ORDINAL
85,DIGIT,CARDINAL
100,CARDINAL,DIGIT
pp,VERBATIM,LETTERS
2016,DATE,DIGIT
IV,LETTERS,ORDINAL
VIII,CARDINAL,ORDINAL
rsssf,VERBATIM,LETTERS
4,CARDINAL,DIGIT
3886,CARDINAL,DIGIT
353,CARDINAL,DIGIT
2000,DATE,CARDINAL
sf,VERBATIM,LETTERS
2010,DATE,DIGIT
4,CARDINAL,DIGIT
XIV,CARDINAL,ORDINAL
2000,DATE,CARDINAL
2016,DATE,CARDINAL
35-1-31,TELEPHONE,DATE
1978,DATE,DIGIT
IV,LETTERS,ORDINAL
dj,VERBATIM,LETTERS
1104 ,DATE,DIGIT
9,CARDINAL,DIGIT
21045,CARDINAL,DIGIT
3,CARDINAL,DECIMAL
100.64.0.0,DECIMAL,ELECTRONIC
0,CARDINAL,DIGIT
2005,DATE,CARDINAL
2013-08-08,DATE,TELEPHONE
33,CARDINAL,DIGIT
1565,DATE,DIGIT
185,CARDINAL,DECIMAL
15,CARDINAL,DIGIT
1885,DATE,DIGIT
2005,DATE,CARDINAL
2,DIGIT,CARDINAL
1975,CARDINAL,DATE
II,CARDINAL,ORDINAL
Nu'u,LETTERS,PLAIN
I,CARDINAL,ORDINAL
128,CARDINAL,DIGIT
16,CARDINAL,DECIMAL
mm,LETTERS,VERBATIM
tv,LETTERS,VERBATIM
SO,PLAIN,LETTERS
2009,DATE,CARDINAL
2007,DATE,DIGIT
1341,DATE,DIGIT
2,DIGIT,CARDINAL
1909,DATE,CARDINAL
1853,DATE,DIGIT
II,CARDINAL,ORDINAL
2003,DATE,CARDINAL
1969,DATE,DIGIT
1985,DATE,CARDINAL
st,PLAIN,LETTERS
35,CARDINAL,DIGIT
400,CARDINAL,DIGIT
2,CARDINAL,DIGIT
1911,DATE,CARDINAL
2011,DATE,CARDINAL
1962,DATE,CARDINAL
2008,DATE,CARDINAL
2012-01-24,DATE,ELECTRONIC
2011,DATE,CARDINAL
18,DECIMAL,CARDINAL
IV,LETTERS,ORDINAL
332,CARDINAL,DIGIT
1,CARDINAL,DIGIT
I,ORDINAL,CARDINAL
2012,CARDINAL,DATE
1,DIGIT,CARDINAL
II,CARDINAL,ORDINAL
1962,DATE,CARDINAL
40,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
1970,DATE,CARDINAL
1948-,DIGIT,CARDINAL
1251,DIGIT,DATE
III,CARDINAL,ORDINAL
II,ORDINAL,CARDINAL
2008,CARDINAL,DATE
V,CARDINAL,ORDINAL
2007,DATE,CARDINAL
III,CARDINAL,ORDINAL
I,CARDINAL,ORDINAL
2004,CARDINAL,DATE
2001,DATE,DIGIT
15,CARDINAL,DIGIT
2005,DATE,CARDINAL
DR,PLAIN,LETTERS
IV,CARDINAL,LETTERS
1990,DATE,CARDINAL
IV,LETTERS,ORDINAL
59,CARDINAL,DECIMAL
Mon,LETTERS,PLAIN
911,CARDINAL,TELEPHONE
BR,LETTERS,PLAIN
8,CARDINAL,DIGIT
I.,LETTERS,CARDINAL
8264,CARDINAL,DIGIT
2006,DATE,CARDINAL
2009,DATE,CARDINAL
1960,DATE,CARDINAL
1,CARDINAL,DIGIT
5,CARDINAL,DIGIT
sr,PLAIN,LETTERS
2049,DATE,CARDINAL
11.0 M,MEASURE,DECIMAL
1954,DATE,CARDINAL
113,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
1918,DATE,CARDINAL
2,CARDINAL,DIGIT
2,CARDINAL,DIGIT
5,CARDINAL,DIGIT
4,CARDINAL,DIGIT
2014,DATE,CARDINAL
2016,CARDINAL,DATE
CuCl2,LETTERS,PLAIN
3,CARDINAL,DIGIT
2015,CARDINAL,DATE
3,CARDINAL,DIGIT
2011,CARDINAL,DATE
2001,DATE,CARDINAL
2014,DATE,CARDINAL
14,CARDINAL,DIGIT
I,ORDINAL,CARDINAL
2009,CARDINAL,DATE
2013,DATE,DIGIT
2009,CARDINAL,DATE
1999,DATE,CARDINAL
1970,DATE,CARDINAL
sr,PLAIN,LETTERS
2006,DATE,CARDINAL
1964,DATE,CARDINAL
SfO,VERBATIM,LETTERS
1996,DATE,CARDINAL
XXIX,CARDINAL,ORDINAL
3,CARDINAL,DIGIT
2000,DATE,CARDINAL
2009,CARDINAL,DATE
986016,CARDINAL,DIGIT
92,CARDINAL,DIGIT
2000,DATE,DIGIT
I.,CARDINAL,ORDINAL
529,DIGIT,CARDINAL
312,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
1962,DATE,CARDINAL
II,CARDINAL,ORDINAL
Jkfr,LETTERS,VERBATIM
kk,VERBATIM,LETTERS
rd,PLAIN,LETTERS
10,CARDINAL,DIGIT
1,CARDINAL,DIGIT
2,CARDINAL,DIGIT
2012,DATE,CARDINAL
1857,DATE,DIGIT
1975,DATE,CARDINAL
20,CARDINAL,DIGIT
VIII,CARDINAL,ORDINAL
II,ORDINAL,CARDINAL
2,CARDINAL,DECIMAL
rb,VERBATIM,LETTERS
2048,DATE,DIGIT
I.,ORDINAL,LETTERS
II,CARDINAL,ORDINAL
4,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
msg,LETTERS,VERBATIM
I,ORDINAL,CARDINAL
VIII,CARDINAL,ORDINAL
1946,DATE,CARDINAL
8010,CARDINAL,DIGIT
kld,LETTERS,VERBATIM
2014,DATE,CARDINAL
91000,CARDINAL,VERBATIM
1926,DATE,CARDINAL
1426,DATE,DIGIT
757,CARDINAL,DIGIT
2,CARDINAL,DIGIT
23,CARDINAL,DIGIT
3,CARDINAL,DIGIT
2003,DATE,CARDINAL
II,CARDINAL,ORDINAL
2008,DATE,CARDINAL
2007,DATE,CARDINAL
III,CARDINAL,ORDINAL
VII,ORDINAL,CARDINAL
2012,DATE,CARDINAL
III,ORDINAL,CARDINAL
X,ORDINAL,CARDINAL
35,DECIMAL,CARDINAL
2013,DATE,DIGIT
7,CARDINAL,DIGIT
VIII,ORDINAL,CARDINAL
I,ORDINAL,CARDINAL
2484,CARDINAL,DIGIT
2012,DATE,CARDINAL
1932,DATE,CARDINAL
1992,DATE,CARDINAL
2010,CARDINAL,DATE
1974,DATE,DIGIT
I,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
15,DIGIT,CARDINAL
2009,DATE,CARDINAL
pk,PLAIN,LETTERS
20,CARDINAL,DIGIT
2,CARDINAL,DIGIT
1970,DATE,CARDINAL
I,CARDINAL,ORDINAL
I.,ORDINAL,LETTERS
tv,LETTERS,VERBATIM
100,CARDINAL,DIGIT
1977,DATE,CARDINAL
2,CARDINAL,DIGIT
12,CARDINAL,DIGIT
2013,DATE,DIGIT
1979,DATE,DIGIT
50,CARDINAL,DIGIT
wd,LETTERS,VERBATIM
34,DIGIT,CARDINAL
1945,DATE,CARDINAL
500TH,MEASURE,ORDINAL
130,CARDINAL,DIGIT
8,CARDINAL,DIGIT
I.,LETTERS,CARDINAL
2011,DATE,CARDINAL
1954,DATE,CARDINAL
1182,DATE,DIGIT
00000,TELEPHONE,DIGIT
1941,DATE,CARDINAL
11964901,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
3,CARDINAL,DIGIT
92,CARDINAL,DECIMAL
5,DIGIT,CARDINAL
2008,CARDINAL,DATE
I.,LETTERS,ORDINAL
2,CARDINAL,DIGIT
2010,DATE,CARDINAL
III,CARDINAL,ORDINAL
1987,DATE,DIGIT
1999,CARDINAL,DATE
2013,DATE,CARDINAL
1965,DATE,CARDINAL
pkc,VERBATIM,LETTERS
1953,DATE,CARDINAL
